,count,mainCat,neighborhood,year
6780,828,robbery,Bancroft Business/ Havenscourt,2007
6781,827,robbery,Bancroft Business/ Havenscourt,2008
6782,592,robbery,Bancroft Business/ Havenscourt,2009
6783,478,robbery,Bancroft Business/ Havenscourt,2010
6784,521,robbery,Bancroft Business/ Havenscourt,2011
6785,445,robbery,Bancroft Business/ Havenscourt,2012
6786,524,robbery,Bancroft Business/ Havenscourt,2013
6787,489,robbery,Bancroft Business/ Havenscourt,2014
6788,190,robbery,Bancroft Business/ Havenscourt,2015
6789,95,robbery,Bartlett,2007
6790,89,robbery,Bartlett,2008
6791,61,robbery,Bartlett,2009
6792,79,robbery,Bartlett,2010
6793,67,robbery,Bartlett,2011
6794,78,robbery,Bartlett,2012
6795,56,robbery,Bartlett,2013
6796,57,robbery,Bartlett,2014
6797,34,robbery,Bartlett,2015
6798,123,robbery,Bella Vista,2007
6799,117,robbery,Bella Vista,2008
6800,52,robbery,Bella Vista,2009
6801,68,robbery,Bella Vista,2010
6802,76,robbery,Bella Vista,2011
6803,74,robbery,Bella Vista,2012
6804,87,robbery,Bella Vista,2013
6805,61,robbery,Bella Vista,2014
6806,19,robbery,Bella Vista,2015
6807,378,robbery,Brookfield Village,2007
6808,308,robbery,Brookfield Village,2008
6809,255,robbery,Brookfield Village,2009
6810,301,robbery,Brookfield Village,2010
6811,175,robbery,Brookfield Village,2011
6812,247,robbery,Brookfield Village,2012
6813,291,robbery,Brookfield Village,2013
6814,164,robbery,Brookfield Village,2014
6815,59,robbery,Brookfield Village,2015
6816,521,robbery,Bushrod,2007
6817,552,robbery,Bushrod,2008
6818,349,robbery,Bushrod,2009
6819,375,robbery,Bushrod,2010
6820,258,robbery,Bushrod,2011
6821,343,robbery,Bushrod,2012
6822,244,robbery,Bushrod,2013
6823,221,robbery,Bushrod,2014
6824,137,robbery,Bushrod,2015
6825,99,robbery,Caballo Hills,2007
6826,67,robbery,Caballo Hills,2008
6827,63,robbery,Caballo Hills,2009
6828,67,robbery,Caballo Hills,2010
6829,61,robbery,Caballo Hills,2011
6830,46,robbery,Caballo Hills,2012
6831,49,robbery,Caballo Hills,2013
6832,26,robbery,Caballo Hills,2014
6833,13,robbery,Caballo Hills,2015
6834,464,robbery,Castlemont,2007
6835,373,robbery,Castlemont,2008
6836,269,robbery,Castlemont,2009
6837,210,robbery,Castlemont,2010
6838,191,robbery,Castlemont,2011
6839,251,robbery,Castlemont,2012
6840,250,robbery,Castlemont,2013
6841,195,robbery,Castlemont,2014
6842,87,robbery,Castlemont,2015
6843,137,robbery,Chabot Park,2007
6844,134,robbery,Chabot Park,2008
6845,133,robbery,Chabot Park,2009
6846,125,robbery,Chabot Park,2010
6847,79,robbery,Chabot Park,2011
6848,134,robbery,Chabot Park,2012
6849,108,robbery,Chabot Park,2013
6850,31,robbery,Chabot Park,2014
6851,20,robbery,Chabot Park,2015
6852,503,robbery,Chinatown,2007
6853,491,robbery,Chinatown,2008
6854,375,robbery,Chinatown,2009
6855,297,robbery,Chinatown,2010
6856,264,robbery,Chinatown,2011
6857,447,robbery,Chinatown,2012
6858,491,robbery,Chinatown,2013
6859,388,robbery,Chinatown,2014
6860,254,robbery,Chinatown,2015
6861,236,robbery,Civic Center,2007
6862,193,robbery,Civic Center,2008
6863,102,robbery,Civic Center,2009
6864,102,robbery,Civic Center,2010
6865,126,robbery,Civic Center,2011
6866,182,robbery,Civic Center,2012
6867,158,robbery,Civic Center,2013
6868,234,robbery,Civic Center,2014
6869,69,robbery,Civic Center,2015
6870,113,robbery,Claremont,2007
6871,134,robbery,Claremont,2008
6872,100,robbery,Claremont,2009
6873,113,robbery,Claremont,2010
6874,62,robbery,Claremont,2011
6875,83,robbery,Claremont,2012
6876,76,robbery,Claremont,2013
6877,17,robbery,Claremont,2014
6878,8,robbery,Claremont,2015
6879,362,robbery,Clawson,2007
6880,326,robbery,Clawson,2008
6881,195,robbery,Clawson,2009
6882,208,robbery,Clawson,2010
6883,171,robbery,Clawson,2011
6884,282,robbery,Clawson,2012
6885,257,robbery,Clawson,2013
6886,184,robbery,Clawson,2014
6887,97,robbery,Clawson,2015
6888,567,robbery,Cleveland Heights,2007
6889,652,robbery,Cleveland Heights,2008
6890,408,robbery,Cleveland Heights,2009
6891,335,robbery,Cleveland Heights,2010
6892,374,robbery,Cleveland Heights,2011
6893,490,robbery,Cleveland Heights,2012
6894,451,robbery,Cleveland Heights,2013
6895,301,robbery,Cleveland Heights,2014
6896,173,robbery,Cleveland Heights,2015
6897,679,robbery,Clinton,2007
6898,653,robbery,Clinton,2008
6899,435,robbery,Clinton,2009
6900,436,robbery,Clinton,2010
6901,446,robbery,Clinton,2011
6902,506,robbery,Clinton,2012
6903,474,robbery,Clinton,2013
6904,384,robbery,Clinton,2014
6905,170,robbery,Clinton,2015
6906,257,robbery,Coliseum,2007
6907,262,robbery,Coliseum,2008
6908,224,robbery,Coliseum,2009
6909,179,robbery,Coliseum,2010
6910,140,robbery,Coliseum,2011
6911,175,robbery,Coliseum,2012
6912,175,robbery,Coliseum,2013
6913,172,robbery,Coliseum,2014
6914,59,robbery,Coliseum,2015
6915,944,robbery,Coliseum Industrial,2007
6916,720,robbery,Coliseum Industrial,2008
6917,580,robbery,Coliseum Industrial,2009
6918,526,robbery,Coliseum Industrial,2010
6919,482,robbery,Coliseum Industrial,2011
6920,565,robbery,Coliseum Industrial,2012
6921,655,robbery,Coliseum Industrial,2013
6922,514,robbery,Coliseum Industrial,2014
6923,193,robbery,Coliseum Industrial,2015
6924,75,robbery,Columbia Gardens,2007
6925,71,robbery,Columbia Gardens,2008
6926,59,robbery,Columbia Gardens,2009
6927,47,robbery,Columbia Gardens,2010
6928,52,robbery,Columbia Gardens,2011
6929,44,robbery,Columbia Gardens,2012
6930,65,robbery,Columbia Gardens,2013
6931,36,robbery,Columbia Gardens,2014
6932,15,robbery,Columbia Gardens,2015
6933,482,robbery,Cox,2007
6934,386,robbery,Cox,2008
6935,241,robbery,Cox,2009
6936,236,robbery,Cox,2010
6937,205,robbery,Cox,2011
6938,244,robbery,Cox,2012
6939,283,robbery,Cox,2013
6940,225,robbery,Cox,2014
6941,127,robbery,Cox,2015
6942,47,robbery,Crestmont,2007
6943,91,robbery,Crestmont,2008
6944,66,robbery,Crestmont,2009
6945,59,robbery,Crestmont,2010
6946,67,robbery,Crestmont,2011
6947,69,robbery,Crestmont,2012
6948,56,robbery,Crestmont,2013
6949,45,robbery,Crestmont,2014
6950,42,robbery,Crestmont,2015
6951,82,robbery,Crocker Highland,2007
6952,59,robbery,Crocker Highland,2008
6953,61,robbery,Crocker Highland,2009
6954,65,robbery,Crocker Highland,2010
6955,46,robbery,Crocker Highland,2011
6956,79,robbery,Crocker Highland,2012
6957,63,robbery,Crocker Highland,2013
6958,16,robbery,Crocker Highland,2014
6959,13,robbery,Crocker Highland,2015
6960,194,robbery,Dimond,2007
6961,172,robbery,Dimond,2008
6962,123,robbery,Dimond,2009
6963,113,robbery,Dimond,2010
6964,142,robbery,Dimond,2011
6965,173,robbery,Dimond,2012
6966,151,robbery,Dimond,2013
6967,118,robbery,Dimond,2014
6968,103,robbery,Dimond,2015
6969,1710,robbery,Downtown,2007
6970,1474,robbery,Downtown,2008
6971,956,robbery,Downtown,2009
6972,952,robbery,Downtown,2010
6973,978,robbery,Downtown,2011
6974,1991,robbery,Downtown,2012
6975,1386,robbery,Downtown,2013
6976,1148,robbery,Downtown,2014
6977,543,robbery,Downtown,2015
6978,277,robbery,Durant Manor,2007
6979,232,robbery,Durant Manor,2008
6980,178,robbery,Durant Manor,2009
6981,132,robbery,Durant Manor,2010
6982,96,robbery,Durant Manor,2011
6983,157,robbery,Durant Manor,2012
6984,140,robbery,Durant Manor,2013
6985,146,robbery,Durant Manor,2014
6986,47,robbery,Durant Manor,2015
6987,409,robbery,East Peralta,2007
6988,296,robbery,East Peralta,2008
6989,153,robbery,East Peralta,2009
6990,211,robbery,East Peralta,2010
6991,199,robbery,East Peralta,2011
6992,220,robbery,East Peralta,2012
6993,277,robbery,East Peralta,2013
6994,197,robbery,East Peralta,2014
6995,95,robbery,East Peralta,2015
6996,289,robbery,Eastmont,2007
6997,276,robbery,Eastmont,2008
6998,187,robbery,Eastmont,2009
6999,160,robbery,Eastmont,2010
7000,163,robbery,Eastmont,2011
7001,219,robbery,Eastmont,2012
7002,185,robbery,Eastmont,2013
7003,165,robbery,Eastmont,2014
7004,77,robbery,Eastmont,2015
7005,392,robbery,Eastmont Hills,2007
7006,376,robbery,Eastmont Hills,2008
7007,328,robbery,Eastmont Hills,2009
7008,378,robbery,Eastmont Hills,2010
7009,201,robbery,Eastmont Hills,2011
7010,255,robbery,Eastmont Hills,2012
7011,197,robbery,Eastmont Hills,2013
7012,182,robbery,Eastmont Hills,2014
7013,94,robbery,Eastmont Hills,2015
7014,333,robbery,Elmhurst Park,2007
7015,276,robbery,Elmhurst Park,2008
7016,170,robbery,Elmhurst Park,2009
7017,194,robbery,Elmhurst Park,2010
7018,131,robbery,Elmhurst Park,2011
7019,166,robbery,Elmhurst Park,2012
7020,183,robbery,Elmhurst Park,2013
7021,147,robbery,Elmhurst Park,2014
7022,70,robbery,Elmhurst Park,2015
7023,232,robbery,Fairfax,2007
7024,207,robbery,Fairfax,2008
7025,165,robbery,Fairfax,2009
7026,162,robbery,Fairfax,2010
7027,144,robbery,Fairfax,2011
7028,194,robbery,Fairfax,2012
7029,153,robbery,Fairfax,2013
7030,160,robbery,Fairfax,2014
7031,57,robbery,Fairfax,2015
7032,254,robbery,Fairfax Business/  Wentworth/ Holland,2007
7033,275,robbery,Fairfax Business/  Wentworth/ Holland,2008
7034,163,robbery,Fairfax Business/  Wentworth/ Holland,2009
7035,135,robbery,Fairfax Business/  Wentworth/ Holland,2010
7036,114,robbery,Fairfax Business/  Wentworth/ Holland,2011
7037,139,robbery,Fairfax Business/  Wentworth/ Holland,2012
7038,176,robbery,Fairfax Business/  Wentworth/ Holland,2013
7039,146,robbery,Fairfax Business/  Wentworth/ Holland,2014
7040,34,robbery,Fairfax Business/  Wentworth/ Holland,2015
7041,350,robbery,Fairview Park,2007
7042,355,robbery,Fairview Park,2008
7043,186,robbery,Fairview Park,2009
7044,190,robbery,Fairview Park,2010
7045,190,robbery,Fairview Park,2011
7046,258,robbery,Fairview Park,2012
7047,153,robbery,Fairview Park,2013
7048,175,robbery,Fairview Park,2014
7049,101,robbery,Fairview Park,2015
7050,287,robbery,Fitchburg,2007
7051,342,robbery,Fitchburg,2008
7052,174,robbery,Fitchburg,2009
7053,210,robbery,Fitchburg,2010
7054,167,robbery,Fitchburg,2011
7055,200,robbery,Fitchburg,2012
7056,203,robbery,Fitchburg,2013
7057,197,robbery,Fitchburg,2014
7058,98,robbery,Fitchburg,2015
7059,188,robbery,Foothill Square,2007
7060,233,robbery,Foothill Square,2008
7061,163,robbery,Foothill Square,2009
7062,176,robbery,Foothill Square,2010
7063,131,robbery,Foothill Square,2011
7064,134,robbery,Foothill Square,2012
7065,122,robbery,Foothill Square,2013
7066,153,robbery,Foothill Square,2014
7067,77,robbery,Foothill Square,2015
7068,58,robbery,Forestland,2007
7069,54,robbery,Forestland,2008
7070,51,robbery,Forestland,2009
7071,53,robbery,Forestland,2010
7072,41,robbery,Forestland,2011
7073,63,robbery,Forestland,2012
7074,37,robbery,Forestland,2013
7075,18,robbery,Forestland,2014
7076,6,robbery,Forestland,2015
7077,824,robbery,Fremont,2007
7078,765,robbery,Fremont,2008
7079,438,robbery,Fremont,2009
7080,348,robbery,Fremont,2010
7081,363,robbery,Fremont,2011
7082,408,robbery,Fremont,2012
7083,412,robbery,Fremont,2013
7084,369,robbery,Fremont,2014
7085,172,robbery,Fremont,2015
7086,284,robbery,Frick,2007
7087,359,robbery,Frick,2008
7088,209,robbery,Frick,2009
7089,201,robbery,Frick,2010
7090,193,robbery,Frick,2011
7091,194,robbery,Frick,2012
7092,258,robbery,Frick,2013
7093,213,robbery,Frick,2014
7094,102,robbery,Frick,2015
7095,382,robbery,Fruitvale Station,2007
7096,337,robbery,Fruitvale Station,2008
7097,210,robbery,Fruitvale Station,2009
7098,167,robbery,Fruitvale Station,2010
7099,216,robbery,Fruitvale Station,2011
7100,189,robbery,Fruitvale Station,2012
7101,205,robbery,Fruitvale Station,2013
7102,126,robbery,Fruitvale Station,2014
7103,68,robbery,Fruitvale Station,2015
7104,113,robbery,Gaskill,2007
7105,126,robbery,Gaskill,2008
7106,90,robbery,Gaskill,2009
7107,120,robbery,Gaskill,2010
7108,97,robbery,Gaskill,2011
7109,119,robbery,Gaskill,2012
7110,105,robbery,Gaskill,2013
7111,72,robbery,Gaskill,2014
7112,36,robbery,Gaskill,2015
7113,88,robbery,Glen Highlands,2007
7114,78,robbery,Glen Highlands,2008
7115,36,robbery,Glen Highlands,2009
7116,33,robbery,Glen Highlands,2010
7117,55,robbery,Glen Highlands,2011
7118,45,robbery,Glen Highlands,2012
7119,40,robbery,Glen Highlands,2013
7120,28,robbery,Glen Highlands,2014
7121,15,robbery,Glen Highlands,2015
7122,434,robbery,Glenview,2007
7123,525,robbery,Glenview,2008
7124,337,robbery,Glenview,2009
7125,264,robbery,Glenview,2010
7126,293,robbery,Glenview,2011
7127,335,robbery,Glenview,2012
7128,341,robbery,Glenview,2013
7129,189,robbery,Glenview,2014
7130,110,robbery,Glenview,2015
7131,86,robbery,Golden Gate,2007
7132,77,robbery,Golden Gate,2008
7133,62,robbery,Golden Gate,2009
7134,94,robbery,Golden Gate,2010
7135,70,robbery,Golden Gate,2011
7136,67,robbery,Golden Gate,2012
7137,60,robbery,Golden Gate,2013
7138,16,robbery,Golden Gate,2014
7139,9,robbery,Golden Gate,2015
7140,143,robbery,Golf Links,2007
7141,127,robbery,Golf Links,2008
7142,152,robbery,Golf Links,2009
7143,134,robbery,Golf Links,2010
7144,84,robbery,Golf Links,2011
7145,81,robbery,Golf Links,2012
7146,87,robbery,Golf Links,2013
7147,55,robbery,Golf Links,2014
7148,27,robbery,Golf Links,2015
7149,403,robbery,Grand Lake,2007
7150,334,robbery,Grand Lake,2008
7151,176,robbery,Grand Lake,2009
7152,154,robbery,Grand Lake,2010
7153,203,robbery,Grand Lake,2011
7154,254,robbery,Grand Lake,2012
7155,220,robbery,Grand Lake,2013
7156,148,robbery,Grand Lake,2014
7157,83,robbery,Grand Lake,2015
7158,301,robbery,Harrington,2007
7159,182,robbery,Harrington,2008
7160,164,robbery,Harrington,2009
7161,113,robbery,Harrington,2010
7162,135,robbery,Harrington,2011
7163,151,robbery,Harrington,2012
7164,157,robbery,Harrington,2013
7165,96,robbery,Harrington,2014
7166,46,robbery,Harrington,2015
7167,367,robbery,Hawthorne,2007
7168,367,robbery,Hawthorne,2008
7169,243,robbery,Hawthorne,2009
7170,211,robbery,Hawthorne,2010
7171,241,robbery,Hawthorne,2011
7172,258,robbery,Hawthorne,2012
7173,255,robbery,Hawthorne,2013
7174,185,robbery,Hawthorne,2014
7175,89,robbery,Hawthorne,2015
7176,207,robbery,Hegenberger,2007
7177,259,robbery,Hegenberger,2008
7178,138,robbery,Hegenberger,2009
7179,182,robbery,Hegenberger,2010
7180,97,robbery,Hegenberger,2011
7181,149,robbery,Hegenberger,2012
7182,155,robbery,Hegenberger,2013
7183,151,robbery,Hegenberger,2014
7184,48,robbery,Hegenberger,2015
7185,372,robbery,Highland,2007
7186,342,robbery,Highland,2008
7187,239,robbery,Highland,2009
7188,205,robbery,Highland,2010
7189,149,robbery,Highland,2011
7190,198,robbery,Highland,2012
7191,179,robbery,Highland,2013
7192,180,robbery,Highland,2014
7193,51,robbery,Highland,2015
7194,275,robbery,Highland Terrace,2007
7195,263,robbery,Highland Terrace,2008
7196,195,robbery,Highland Terrace,2009
7197,207,robbery,Highland Terrace,2010
7198,196,robbery,Highland Terrace,2011
7199,186,robbery,Highland Terrace,2012
7200,202,robbery,Highland Terrace,2013
7201,124,robbery,Highland Terrace,2014
7202,75,robbery,Highland Terrace,2015
7203,51,robbery,Hiller Highlands,2007
7204,15,robbery,Hiller Highlands,2008
7205,31,robbery,Hiller Highlands,2009
7206,27,robbery,Hiller Highlands,2010
7207,19,robbery,Hiller Highlands,2011
7208,20,robbery,Hiller Highlands,2012
7209,35,robbery,Hiller Highlands,2013
7210,4,robbery,Hiller Highlands,2014
7211,8,robbery,Hiller Highlands,2015
7212,585,robbery,Hoover/ Foster,2007
7213,558,robbery,Hoover/ Foster,2008
7214,377,robbery,Hoover/ Foster,2009
7215,381,robbery,Hoover/ Foster,2010
7216,314,robbery,Hoover/ Foster,2011
7217,449,robbery,Hoover/ Foster,2012
7218,343,robbery,Hoover/ Foster,2013
7219,238,robbery,Hoover/ Foster,2014
7220,129,robbery,Hoover/ Foster,2015
7221,401,robbery,Iveywood,2007
7222,291,robbery,Iveywood,2008
7223,170,robbery,Iveywood,2009
7224,141,robbery,Iveywood,2010
7225,111,robbery,Iveywood,2011
7226,170,robbery,Iveywood,2012
7227,231,robbery,Iveywood,2013
7228,134,robbery,Iveywood,2014
7229,71,robbery,Iveywood,2015
7230,456,robbery,Ivy Hill,2007
7231,405,robbery,Ivy Hill,2008
7232,259,robbery,Ivy Hill,2009
7233,252,robbery,Ivy Hill,2010
7234,246,robbery,Ivy Hill,2011
7235,304,robbery,Ivy Hill,2012
7236,317,robbery,Ivy Hill,2013
7237,247,robbery,Ivy Hill,2014
7238,131,robbery,Ivy Hill,2015
7239,378,robbery,Jefferson,2007
7240,276,robbery,Jefferson,2008
7241,181,robbery,Jefferson,2009
7242,176,robbery,Jefferson,2010
7243,172,robbery,Jefferson,2011
7244,222,robbery,Jefferson,2012
7245,191,robbery,Jefferson,2013
7246,179,robbery,Jefferson,2014
7247,79,robbery,Jefferson,2015
7248,269,robbery,Lakeshore,2007
7249,283,robbery,Lakeshore,2008
7250,189,robbery,Lakeshore,2009
7251,173,robbery,Lakeshore,2010
7252,204,robbery,Lakeshore,2011
7253,279,robbery,Lakeshore,2012
7254,361,robbery,Lakeshore,2013
7255,297,robbery,Lakeshore,2014
7256,149,robbery,Lakeshore,2015
7257,317,robbery,Lakewide,2007
7258,341,robbery,Lakewide,2008
7259,232,robbery,Lakewide,2009
7260,169,robbery,Lakewide,2010
7261,227,robbery,Lakewide,2011
7262,266,robbery,Lakewide,2012
7263,248,robbery,Lakewide,2013
7264,191,robbery,Lakewide,2014
7265,80,robbery,Lakewide,2015
7266,182,robbery,Las Palmas,2007
7267,184,robbery,Las Palmas,2008
7268,108,robbery,Las Palmas,2009
7269,145,robbery,Las Palmas,2010
7270,67,robbery,Las Palmas,2011
7271,106,robbery,Las Palmas,2012
7272,99,robbery,Las Palmas,2013
7273,87,robbery,Las Palmas,2014
7274,25,robbery,Las Palmas,2015
7275,209,robbery,Laurel,2007
7276,148,robbery,Laurel,2008
7277,105,robbery,Laurel,2009
7278,116,robbery,Laurel,2010
7279,113,robbery,Laurel,2011
7280,116,robbery,Laurel,2012
7281,120,robbery,Laurel,2013
7282,77,robbery,Laurel,2014
7283,40,robbery,Laurel,2015
7284,67,robbery,Leona Heights,2007
7285,79,robbery,Leona Heights,2008
7286,65,robbery,Leona Heights,2009
7287,94,robbery,Leona Heights,2010
7288,51,robbery,Leona Heights,2011
7289,64,robbery,Leona Heights,2012
7290,43,robbery,Leona Heights,2013
7291,22,robbery,Leona Heights,2014
7292,17,robbery,Leona Heights,2015
7293,159,robbery,Lincoln Highlands,2007
7294,132,robbery,Lincoln Highlands,2008
7295,121,robbery,Lincoln Highlands,2009
7296,108,robbery,Lincoln Highlands,2010
7297,113,robbery,Lincoln Highlands,2011
7298,126,robbery,Lincoln Highlands,2012
7299,112,robbery,Lincoln Highlands,2013
7300,69,robbery,Lincoln Highlands,2014
7301,26,robbery,Lincoln Highlands,2015
7302,284,robbery,Lockwood Tevis,2007
7303,326,robbery,Lockwood Tevis,2008
7304,201,robbery,Lockwood Tevis,2009
7305,187,robbery,Lockwood Tevis,2010
7306,174,robbery,Lockwood Tevis,2011
7307,154,robbery,Lockwood Tevis,2012
7308,155,robbery,Lockwood Tevis,2013
7309,227,robbery,Lockwood Tevis,2014
7310,82,robbery,Lockwood Tevis,2015
7311,544,robbery,Longfellow,2007
7312,556,robbery,Longfellow,2008
7313,324,robbery,Longfellow,2009
7314,404,robbery,Longfellow,2010
7315,354,robbery,Longfellow,2011
7316,417,robbery,Longfellow,2012
7317,370,robbery,Longfellow,2013
7318,281,robbery,Longfellow,2014
7319,130,robbery,Longfellow,2015
7320,284,robbery,Lynn/ Highland Park,2007
7321,311,robbery,Lynn/ Highland Park,2008
7322,177,robbery,Lynn/ Highland Park,2009
7323,130,robbery,Lynn/ Highland Park,2010
7324,135,robbery,Lynn/ Highland Park,2011
7325,210,robbery,Lynn/ Highland Park,2012
7326,152,robbery,Lynn/ Highland Park,2013
7327,120,robbery,Lynn/ Highland Park,2014
7328,64,robbery,Lynn/ Highland Park,2015
7329,590,robbery,Maxwell Park,2007
7330,620,robbery,Maxwell Park,2008
7331,381,robbery,Maxwell Park,2009
7332,380,robbery,Maxwell Park,2010
7333,325,robbery,Maxwell Park,2011
7334,371,robbery,Maxwell Park,2012
7335,362,robbery,Maxwell Park,2013
7336,310,robbery,Maxwell Park,2014
7337,152,robbery,Maxwell Park,2015
7338,346,robbery,McClymonds,2007
7339,396,robbery,McClymonds,2008
7340,169,robbery,McClymonds,2009
7341,194,robbery,McClymonds,2010
7342,198,robbery,McClymonds,2011
7343,251,robbery,McClymonds,2012
7344,246,robbery,McClymonds,2013
7345,193,robbery,McClymonds,2014
7346,98,robbery,McClymonds,2015
7347,201,robbery,Melrose,2007
7348,194,robbery,Melrose,2008
7349,121,robbery,Melrose,2009
7350,98,robbery,Melrose,2010
7351,141,robbery,Melrose,2011
7352,128,robbery,Melrose,2012
7353,116,robbery,Melrose,2013
7354,98,robbery,Melrose,2014
7355,40,robbery,Melrose,2015
7356,335,robbery,Merritt,2007
7357,458,robbery,Merritt,2008
7358,205,robbery,Merritt,2009
7359,241,robbery,Merritt,2010
7360,205,robbery,Merritt,2011
7361,261,robbery,Merritt,2012
7362,246,robbery,Merritt,2013
7363,176,robbery,Merritt,2014
7364,112,robbery,Merritt,2015
7365,147,robbery,Merriwood,2007
7366,100,robbery,Merriwood,2008
7367,86,robbery,Merriwood,2009
7368,125,robbery,Merriwood,2010
7369,105,robbery,Merriwood,2011
7370,158,robbery,Merriwood,2012
7371,100,robbery,Merriwood,2013
7372,48,robbery,Merriwood,2014
7373,20,robbery,Merriwood,2015
7374,46,robbery,Mills College,2007
7375,58,robbery,Mills College,2008
7376,41,robbery,Mills College,2009
7377,43,robbery,Mills College,2010
7378,24,robbery,Mills College,2011
7379,42,robbery,Mills College,2012
7380,18,robbery,Mills College,2013
7381,33,robbery,Mills College,2014
7382,13,robbery,Mills College,2015
7383,500,robbery,Millsmont,2007
7384,529,robbery,Millsmont,2008
7385,410,robbery,Millsmont,2009
7386,377,robbery,Millsmont,2010
7387,358,robbery,Millsmont,2011
7388,318,robbery,Millsmont,2012
7389,282,robbery,Millsmont,2013
7390,236,robbery,Millsmont,2014
7391,132,robbery,Millsmont,2015
7392,195,robbery,Montclair,2007
7393,148,robbery,Montclair,2008
7394,131,robbery,Montclair,2009
7395,177,robbery,Montclair,2010
7396,121,robbery,Montclair,2011
7397,188,robbery,Montclair,2012
